user_id,country,monthly_income,monthly_expenses,savings,risk_level,goal
2525,Uganda,58,35,36,high,educate children
2526,Kenya,276,149,161,medium,save for emergencies
2527,South Africa,135,98,46,medium,invest in farming
2528,Kenya,200,180,24,medium,invest in farming
2529,South Africa,166,131,67,high,buy land
2530,Nigeria,129,81,56,high,start a small business
2531,Ghana,91,73,67,high,save for emergencies
2532,Nigeria,172,91,122,high,invest in farming
2533,Nigeria,186,171,43,high,educate children
2534,Ghana,289,225,113,low,invest in farming
2535,Ghana,201,179,32,low,start a small business
2536,Kenya,299,279,69,low,save for emergencies
2537,Nigeria,91,82,53,medium,save for emergencies
2538,Kenya,239,176,82,medium,buy land
2539,Ghana,87,67,57,low,start a small business
2540,South Africa,225,189,68,medium,save for emergencies
2541,Ghana,121,111,46,low,buy land
2542,Uganda,37,29,41,low,save for emergencies
2543,Uganda,265,136,133,high,invest in farming
2544,Kenya,74,45,70,low,save for emergencies
2545,Uganda,61,30,33,high,educate children
2546,South Africa,59,46,24,medium,save for emergencies
2547,South Africa,58,31,52,high,buy land
2548,Ghana,214,136,86,medium,start a small business
2549,Ghana,91,47,89,medium,save for emergencies
2550,Uganda,97,72,37,low,buy land
2551,South Africa,260,173,121,high,buy land
2552,Kenya,159,139,60,medium,invest in farming
2553,Ghana,201,163,68,medium,save for emergencies
2554,Kenya,76,39,68,high,start a small business
2555,Uganda,139,73,107,low,buy land
2556,Uganda,285,197,130,high,invest in farming
2557,Uganda,191,124,73,medium,save for emergencies
2558,South Africa,284,211,75,medium,invest in farming
2559,Nigeria,32,25,30,medium,start a small business
2560,Nigeria,82,46,78,medium,save for emergencies
2561,Nigeria,217,165,100,low,start a small business
2562,Kenya,233,215,19,high,buy land
2563,Uganda,40,26,47,high,save for emergencies
2564,Kenya,175,138,82,medium,start a small business
2565,Kenya,73,57,45,medium,invest in farming
2566,South Africa,143,113,59,high,invest in farming
2567,South Africa,293,243,96,medium,educate children
2568,South Africa,144,91,92,low,educate children
2569,Uganda,290,219,85,low,buy land
2570,Ghana,240,206,60,medium,buy land
2571,Ghana,69,59,36,medium,start a small business
2572,Uganda,219,191,77,medium,buy land
2573,Nigeria,199,127,110,high,start a small business
2574,Nigeria,217,148,101,low,save for emergencies
2575,Uganda,258,211,79,high,start a small business
2576,Ghana,45,28,42,medium,buy land
2577,South Africa,41,27,18,low,buy land
2578,Kenya,135,94,45,high,educate children
2579,Nigeria,206,128,82,low,start a small business
2580,South Africa,51,39,24,medium,educate children
2581,Kenya,190,117,105,high,save for emergencies
2582,South Africa,264,149,164,high,invest in farming
2583,South Africa,146,102,69,medium,invest in farming
2584,Kenya,173,162,49,medium,start a small business
2585,Kenya,183,138,45,high,educate children
2586,Nigeria,270,172,99,medium,start a small business
2587,Nigeria,163,126,86,low,educate children
2588,Nigeria,195,184,28,medium,start a small business
2589,South Africa,101,77,33,high,save for emergencies
2590,Ghana,276,199,105,low,invest in farming
2591,Ghana,215,176,52,medium,buy land
2592,Nigeria,179,94,110,medium,buy land
2593,Ghana,169,97,93,medium,buy land
2594,Uganda,80,62,65,low,educate children
2595,South Africa,133,115,42,low,buy land
2596,Kenya,170,94,84,low,buy land
2597,Uganda,108,55,77,high,start a small business
2598,South Africa,298,199,132,high,invest in farming
2599,Ghana,259,131,169,low,invest in farming
2600,South Africa,149,132,22,medium,educate children
2601,South Africa,276,185,139,low,buy land
2602,Nigeria,239,221,26,medium,start a small business
2603,Ghana,162,147,25,high,educate children
2604,Uganda,150,75,101,high,educate children
2605,South Africa,121,88,50,low,save for emergencies
2606,Kenya,41,32,49,medium,invest in farming
2607,Ghana,159,115,88,low,invest in farming
2608,Ghana,237,165,95,medium,save for emergencies
2609,Nigeria,128,85,78,medium,start a small business
2610,South Africa,168,141,72,high,start a small business
2611,South Africa,58,31,74,high,start a small business
2612,Kenya,172,145,57,high,save for emergencies
2613,Kenya,71,43,70,high,invest in farming
2614,Ghana,237,191,94,low,save for emergencies
2615,Ghana,221,141,81,medium,start a small business
2616,Ghana,181,155,63,medium,save for emergencies
2617,Kenya,60,48,51,low,save for emergencies
2618,Ghana,58,31,40,high,start a small business
2619,Uganda,285,166,166,low,start a small business
2620,South Africa,116,78,38,medium,educate children
2621,South Africa,227,156,106,medium,start a small business
2622,Kenya,57,40,33,medium,save for emergencies
2623,Kenya,156,117,41,low,start a small business
2624,South Africa,105,90,26,low,buy land
2625,South Africa,277,183,115,high,buy land
2626,South Africa,244,151,97,high,save for emergencies
2627,South Africa,114,67,51,high,invest in farming
2628,Ghana,128,90,86,medium,invest in farming
2629,Uganda,245,152,125,low,buy land
2630,Kenya,123,106,53,high,educate children
2631,Uganda,144,99,75,medium,educate children
2632,Kenya,40,21,58,high,buy land
2633,Nigeria,134,93,75,high,save for emergencies
2634,Ghana,31,21,46,low,educate children
2635,Uganda,50,29,65,medium,educate children
2636,Uganda,49,29,39,low,start a small business
2637,Nigeria,54,28,57,low,buy land
2638,Kenya,55,32,63,medium,save for emergencies
2639,Ghana,254,127,131,low,invest in farming
2640,Nigeria,42,32,57,medium,invest in farming
2641,Kenya,123,65,91,low,buy land
2642,Uganda,234,173,107,high,start a small business
2643,Uganda,98,72,65,high,start a small business
2644,Kenya,275,169,113,low,save for emergencies
2645,Kenya,245,171,93,low,invest in farming
2646,Uganda,45,39,17,low,buy land
2647,Nigeria,234,155,103,medium,invest in farming
2648,Nigeria,285,237,71,high,save for emergencies
2649,South Africa,201,108,132,high,start a small business
2650,Nigeria,207,179,59,medium,start a small business
2651,Ghana,44,25,67,low,invest in farming
2652,Nigeria,243,200,83,low,invest in farming
2653,Uganda,175,93,85,low,invest in farming
2654,Uganda,119,63,71,high,buy land
2655,Nigeria,256,217,56,low,educate children
2656,Uganda,58,51,20,medium,save for emergencies
2657,Ghana,108,86,46,low,start a small business
2658,Uganda,86,59,40,high,start a small business
2659,Uganda,122,80,71,high,invest in farming
2660,Kenya,210,160,62,medium,educate children
2661,Uganda,180,151,74,medium,start a small business
2662,South Africa,260,233,44,low,start a small business
2663,South Africa,102,83,50,high,buy land
2664,Nigeria,218,162,72,medium,educate children
2665,Nigeria,48,29,53,high,invest in farming
2666,Kenya,149,107,61,medium,buy land
2667,Ghana,225,185,49,low,invest in farming
2668,Uganda,40,35,30,medium,invest in farming
2669,South Africa,282,234,96,high,invest in farming
2670,Kenya,109,60,64,medium,start a small business
2671,Ghana,256,143,152,low,start a small business
2672,Ghana,41,22,67,low,start a small business
2673,South Africa,50,42,50,high,start a small business
2674,Ghana,257,239,34,medium,buy land
2675,Uganda,163,107,75,high,invest in farming
2676,Uganda,182,156,34,low,educate children
2677,Nigeria,121,112,46,high,buy land
2678,Kenya,288,246,74,medium,buy land
2679,Nigeria,84,42,78,high,save for emergencies
2680,Nigeria,227,157,103,low,start a small business
2681,Ghana,266,158,121,medium,buy land
2682,Uganda,211,175,81,high,educate children
2683,Ghana,284,263,51,medium,start a small business
2684,Kenya,135,98,53,high,save for emergencies
2685,Uganda,261,165,143,medium,buy land
2686,Ghana,53,38,41,medium,educate children
2687,Ghana,54,46,25,medium,invest in farming
2688,Nigeria,66,58,16,medium,start a small business
2689,Ghana,256,191,72,high,educate children
2690,Nigeria,211,190,39,medium,save for emergencies
2691,Kenya,82,68,48,low,invest in farming
2692,Uganda,264,194,80,high,save for emergencies
2693,Uganda,129,93,58,high,invest in farming
2694,Ghana,44,32,48,high,educate children
2695,Kenya,194,175,47,medium,start a small business
2696,Ghana,143,113,55,high,educate children
2697,Nigeria,159,93,69,high,save for emergencies
2698,Ghana,243,170,110,high,save for emergencies
2699,Ghana,88,69,29,low,start a small business
2700,Kenya,223,118,133,medium,save for emergencies
2701,Nigeria,168,101,116,low,invest in farming
2702,South Africa,147,81,100,medium,buy land
2703,Nigeria,220,185,37,medium,invest in farming
2704,Ghana,210,143,80,medium,invest in farming
2705,South Africa,104,90,38,medium,save for emergencies
2706,Nigeria,50,34,58,medium,educate children
2707,Ghana,44,40,51,low,start a small business
2708,Ghana,115,77,81,low,start a small business
2709,Kenya,180,102,82,high,educate children
2710,Kenya,289,221,75,medium,start a small business
2711,Kenya,38,21,53,high,educate children
2712,Uganda,178,146,49,medium,save for emergencies
2713,Kenya,272,248,40,medium,invest in farming
2714,Ghana,72,66,39,low,buy land
2715,Ghana,35,22,26,low,buy land
2716,South Africa,96,59,72,low,invest in farming
2717,Nigeria,41,32,10,high,buy land
2718,Uganda,287,223,95,low,save for emergencies
2719,Ghana,164,109,68,medium,save for emergencies
2720,South Africa,187,173,45,high,educate children
2721,South Africa,291,171,137,medium,educate children
2722,Nigeria,258,152,143,high,buy land
2723,Nigeria,197,144,67,medium,save for emergencies
2724,Nigeria,232,201,54,medium,buy land
2725,Nigeria,73,47,68,low,save for emergencies
2726,South Africa,185,162,45,low,save for emergencies
2727,Uganda,191,105,107,low,invest in farming
2728,South Africa,263,165,126,low,buy land
2729,Ghana,71,62,26,low,educate children
2730,Kenya,235,198,64,medium,save for emergencies
2731,Uganda,165,134,38,high,educate children
2732,Kenya,129,68,93,medium,start a small business
2733,Kenya,132,112,45,high,educate children
2734,Uganda,255,133,161,medium,invest in farming
2735,Uganda,121,98,61,medium,educate children
2736,Kenya,82,44,79,high,buy land
2737,Uganda,141,94,53,low,save for emergencies
2738,South Africa,259,156,107,high,invest in farming
2739,Ghana,252,236,57,high,save for emergencies
2740,Uganda,279,158,139,low,start a small business
2741,Nigeria,269,144,164,medium,start a small business
2742,Kenya,292,255,70,low,buy land
2743,South Africa,87,51,83,low,educate children
2744,South Africa,144,89,95,medium,start a small business
2745,South Africa,202,125,90,medium,invest in farming
2746,Uganda,137,92,63,high,educate children
2747,Kenya,68,56,26,high,educate children
2748,Kenya,56,35,30,medium,buy land
2749,Kenya,220,177,61,high,educate children
2750,Kenya,284,169,135,high,start a small business
2751,Nigeria,152,108,91,high,buy land
2752,Uganda,51,27,60,low,educate children
2753,Uganda,134,84,60,medium,educate children
2754,Ghana,287,196,96,high,save for emergencies
2755,Kenya,136,126,49,high,educate children
2756,Uganda,250,218,33,low,save for emergencies
2757,South Africa,230,116,142,high,invest in farming
2758,Ghana,254,200,87,high,invest in farming
2759,Uganda,265,186,86,high,educate children
2760,Uganda,275,196,111,high,educate children
2761,Uganda,140,75,108,medium,invest in farming
2762,Kenya,156,96,91,high,save for emergencies
2763,Kenya,184,92,134,high,educate children
2764,Nigeria,69,38,47,medium,buy land
2765,South Africa,293,202,132,low,save for emergencies
2766,Kenya,127,71,78,low,start a small business
2767,South Africa,271,205,80,medium,save for emergencies
2768,South Africa,113,105,32,high,buy land
2769,Nigeria,281,201,125,medium,save for emergencies
2770,Ghana,181,135,67,high,invest in farming
2771,Kenya,168,131,44,low,save for emergencies
2772,Nigeria,264,166,146,medium,educate children
2773,Nigeria,67,40,63,low,save for emergencies
2774,Ghana,248,215,72,medium,start a small business
2775,Kenya,63,45,61,medium,educate children
2776,Uganda,190,141,94,low,save for emergencies
2777,Kenya,250,133,149,high,invest in farming
2778,Kenya,142,99,55,medium,invest in farming
2779,South Africa,215,191,28,medium,start a small business
2780,South Africa,295,152,155,medium,save for emergencies
2781,Nigeria,94,66,74,high,buy land
2782,Uganda,39,27,60,low,start a small business
2783,Kenya,262,197,75,high,invest in farming
2784,South Africa,41,29,36,medium,save for emergencies
2785,Uganda,206,151,79,high,start a small business
2786,Uganda,40,23,55,medium,buy land
2787,Ghana,82,66,29,medium,educate children
2788,Kenya,85,45,69,medium,buy land
2789,Kenya,297,182,127,high,save for emergencies
2790,Ghana,209,134,112,low,educate children
2791,Nigeria,264,218,49,high,invest in farming
2792,South Africa,109,60,70,medium,invest in farming
2793,Nigeria,254,184,98,high,invest in farming
2794,Uganda,221,121,106,high,invest in farming
2795,Nigeria,157,132,63,medium,invest in farming
2796,South Africa,91,70,60,medium,start a small business
2797,South Africa,262,228,78,low,educate children
2798,Uganda,181,133,64,high,invest in farming
2799,Kenya,159,91,98,low,invest in farming
2800,Kenya,122,110,39,medium,invest in farming
2801,Uganda,172,118,73,low,start a small business
2802,Nigeria,199,110,125,high,start a small business
2803,Nigeria,230,137,100,medium,invest in farming
2804,Kenya,253,237,29,medium,invest in farming
2805,Ghana,182,167,35,high,invest in farming
2806,Ghana,138,99,75,high,save for emergencies
2807,Uganda,269,240,33,low,invest in farming
2808,Nigeria,170,112,100,high,educate children
2809,Uganda,128,110,56,high,educate children
2810,Nigeria,96,86,46,low,buy land
2811,South Africa,148,81,83,medium,educate children
2812,Nigeria,81,66,47,medium,buy land
2813,Nigeria,233,142,138,high,save for emergencies
2814,Ghana,165,104,102,medium,save for emergencies
2815,Nigeria,93,74,68,medium,save for emergencies
2816,Ghana,49,39,26,low,invest in farming
2817,Kenya,237,136,108,medium,save for emergencies
2818,Nigeria,195,134,89,low,save for emergencies
2819,Kenya,134,102,57,high,invest in farming
2820,Ghana,108,62,84,low,save for emergencies
2821,Ghana,205,113,123,low,buy land
2822,Uganda,132,83,63,medium,start a small business
2823,Ghana,253,131,165,low,educate children
2824,Kenya,145,106,72,medium,invest in farming
2825,South Africa,259,182,81,low,start a small business
2826,Kenya,239,134,112,medium,buy land
2827,Ghana,125,87,59,low,educate children
2828,South Africa,213,181,59,medium,buy land
2829,Kenya,99,68,35,low,buy land
2830,South Africa,166,140,54,medium,start a small business
2831,Uganda,75,58,24,medium,start a small business
2832,Nigeria,208,181,65,high,start a small business
2833,South Africa,207,136,81,medium,save for emergencies
2834,Uganda,133,98,65,low,educate children
2835,Kenya,152,129,66,high,start a small business
2836,Kenya,63,48,21,high,buy land
2837,Uganda,142,124,40,medium,save for emergencies
2838,Uganda,75,43,56,low,invest in farming
2839,Uganda,218,111,144,low,save for emergencies
2840,Ghana,241,153,136,medium,start a small business
2841,Uganda,73,65,24,low,save for emergencies
2842,Nigeria,74,63,59,high,save for emergencies
2843,Kenya,257,190,89,medium,buy land
2844,Kenya,189,103,96,medium,buy land
2845,Nigeria,219,155,97,medium,save for emergencies
2846,Uganda,174,140,45,medium,start a small business
2847,Uganda,242,160,100,medium,start a small business
2848,Kenya,111,73,84,medium,start a small business
2849,South Africa,291,160,138,medium,educate children
2850,Kenya,269,151,165,low,buy land
2851,Ghana,200,138,110,medium,save for emergencies
2852,South Africa,266,142,130,medium,buy land
2853,Nigeria,158,127,66,high,save for emergencies
2854,Uganda,145,95,74,high,invest in farming
2855,Uganda,156,101,65,high,buy land
2856,Nigeria,41,22,22,medium,save for emergencies
2857,Nigeria,257,219,50,high,start a small business
2858,Ghana,52,44,49,medium,buy land
2859,Ghana,258,167,114,medium,educate children
2860,South Africa,109,86,34,high,invest in farming
2861,South Africa,188,155,45,low,invest in farming
2862,Uganda,60,31,67,high,start a small business
2863,Kenya,44,32,45,medium,save for emergencies
2864,Ghana,225,186,67,high,educate children
2865,Kenya,223,126,135,low,invest in farming
2866,Uganda,106,89,33,low,buy land
2867,South Africa,153,94,65,low,buy land
2868,Uganda,131,72,71,low,start a small business
2869,Uganda,258,194,104,high,buy land
2870,South Africa,232,203,34,high,start a small business
2871,Ghana,90,70,26,low,buy land
2872,Ghana,132,84,53,medium,educate children
2873,Nigeria,186,158,46,low,invest in farming
2874,Uganda,215,176,87,medium,educate children
2875,Uganda,194,157,64,medium,educate children
2876,Nigeria,182,155,32,medium,educate children
2877,Kenya,47,32,42,high,invest in farming
2878,Kenya,168,148,32,low,save for emergencies
2879,Uganda,81,42,56,medium,educate children
2880,Nigeria,235,147,114,low,invest in farming
2881,Kenya,122,96,62,medium,save for emergencies
2882,Ghana,174,111,64,low,save for emergencies
2883,South Africa,289,149,160,low,educate children
2884,Kenya,234,217,41,medium,invest in farming
2885,Uganda,183,145,76,high,educate children
2886,Nigeria,190,108,117,low,start a small business
2887,South Africa,178,134,59,high,buy land
2888,Uganda,267,148,138,low,buy land
2889,Uganda,249,131,141,high,save for emergencies
2890,Uganda,95,61,55,medium,invest in farming
2891,Uganda,153,97,101,low,educate children
2892,Nigeria,142,97,57,medium,buy land
2893,Ghana,247,199,74,low,save for emergencies
2894,Ghana,181,156,71,medium,invest in farming
2895,Kenya,144,134,58,high,invest in farming
2896,Kenya,123,95,75,medium,save for emergencies
2897,South Africa,220,187,44,medium,buy land
2898,Nigeria,185,135,78,low,buy land
2899,South Africa,206,187,41,high,start a small business
2900,South Africa,232,172,93,high,educate children
2901,Nigeria,231,188,85,medium,invest in farming
2902,Ghana,245,197,90,high,start a small business
2903,Nigeria,52,38,50,low,save for emergencies
2904,Kenya,163,145,23,medium,buy land
2905,Ghana,51,33,41,medium,start a small business
2906,Nigeria,182,169,38,medium,start a small business
2907,South Africa,80,63,64,low,start a small business
2908,Ghana,282,210,106,low,invest in farming
2909,South Africa,135,67,113,high,save for emergencies
2910,South Africa,65,57,19,medium,save for emergencies
2911,Ghana,296,159,178,medium,start a small business
2912,Ghana,68,40,38,high,start a small business
2913,Nigeria,81,70,43,high,save for emergencies
2914,Ghana,170,102,108,low,start a small business
2915,Ghana,213,129,92,medium,buy land
2916,Nigeria,157,108,89,low,save for emergencies
2917,Uganda,295,276,56,medium,educate children
2918,Kenya,288,186,132,medium,start a small business
2919,Uganda,227,179,58,high,start a small business
2920,Ghana,138,120,45,medium,buy land
2921,Kenya,167,120,93,high,educate children
2922,Nigeria,86,49,51,high,buy land
2923,South Africa,111,95,39,low,educate children
2924,Ghana,31,22,28,medium,save for emergencies
2925,Kenya,72,61,17,low,save for emergencies
2926,Uganda,123,102,25,high,save for emergencies
2927,Nigeria,94,80,14,medium,invest in farming
2928,Uganda,242,140,124,medium,educate children
2929,Kenya,178,156,33,high,save for emergencies
2930,Ghana,111,55,85,low,buy land
2931,Nigeria,299,184,119,low,start a small business
2932,Kenya,232,139,123,high,educate children
2933,Kenya,237,141,108,high,invest in farming
2934,South Africa,181,143,63,medium,invest in farming
2935,South Africa,223,190,70,medium,educate children
2936,Uganda,267,197,118,low,buy land
2937,South Africa,104,86,60,medium,invest in farming
2938,Uganda,58,33,41,medium,start a small business
2939,Uganda,215,160,93,medium,educate children
2940,Uganda,71,62,37,medium,invest in farming
2941,Uganda,167,141,67,medium,buy land
2942,Kenya,233,162,112,medium,start a small business
2943,South Africa,55,45,10,medium,invest in farming
2944,South Africa,85,43,58,low,save for emergencies
2945,Nigeria,187,163,50,medium,start a small business
2946,Nigeria,51,26,70,medium,educate children
2947,Nigeria,78,39,47,low,buy land
2948,Uganda,82,59,58,medium,educate children
2949,Kenya,197,142,58,medium,educate children
2950,Kenya,134,88,63,medium,educate children
2951,South Africa,233,158,113,high,educate children
2952,Nigeria,230,120,128,low,start a small business
2953,Uganda,77,44,48,low,save for emergencies
2954,Ghana,66,39,45,medium,start a small business
2955,Ghana,194,177,42,high,buy land
2956,Kenya,243,182,68,medium,start a small business
2957,South Africa,190,160,59,medium,save for emergencies
2958,South Africa,268,153,132,medium,invest in farming
2959,South Africa,231,138,96,high,save for emergencies
2960,South Africa,66,36,42,low,buy land
2961,Kenya,118,71,64,low,educate children
2962,Nigeria,282,263,42,high,invest in farming
2963,South Africa,223,158,97,high,invest in farming
2964,Kenya,87,61,34,high,educate children
2965,Uganda,57,30,65,high,invest in farming
2966,Ghana,154,86,68,low,save for emergencies
2967,South Africa,71,55,24,medium,invest in farming
2968,South Africa,217,122,129,high,start a small business
2969,Kenya,134,124,31,high,buy land
2970,South Africa,70,57,19,high,save for emergencies
2971,Ghana,85,64,64,high,invest in farming
2972,Nigeria,134,72,95,high,invest in farming
2973,Kenya,220,118,150,high,buy land
2974,Nigeria,254,177,82,high,educate children
2975,Nigeria,198,160,66,high,educate children
2976,Nigeria,43,24,54,low,buy land
2977,Uganda,274,215,66,medium,buy land
2978,Ghana,183,126,104,medium,educate children
2979,Ghana,114,84,33,high,start a small business
2980,Kenya,237,203,45,medium,educate children
2981,Ghana,133,103,71,high,educate children
2982,Nigeria,130,93,54,high,start a small business
2983,Kenya,39,28,49,high,buy land
2984,Nigeria,286,181,125,medium,educate children
2985,Kenya,94,61,36,medium,start a small business
2986,South Africa,217,168,68,high,buy land
2987,Nigeria,167,116,96,high,invest in farming
2988,Nigeria,62,32,68,high,save for emergencies
2989,Uganda,295,230,65,medium,invest in farming
2990,Uganda,30,19,26,low,save for emergencies
2991,Uganda,270,162,138,high,buy land
2992,Uganda,52,41,55,medium,invest in farming
2993,Uganda,136,84,100,low,educate children
2994,South Africa,168,111,98,low,buy land
2995,Ghana,128,94,50,medium,invest in farming
2996,Nigeria,39,26,33,high,save for emergencies
2997,Nigeria,234,175,108,medium,start a small business
2998,Uganda,226,182,73,high,start a small business
2999,Uganda,49,39,18,low,buy land
3000,Nigeria,159,115,44,high,educate children
3001,Ghana,161,133,52,low,save for emergencies
3002,Kenya,294,180,156,high,save for emergencies
3003,Ghana,103,80,44,high,invest in farming
3004,Nigeria,271,136,164,high,buy land
3005,South Africa,223,142,122,low,buy land
3006,Nigeria,233,116,124,medium,start a small business
3007,Ghana,44,33,18,low,invest in farming
3008,Ghana,75,41,83,low,buy land
3009,Kenya,176,125,61,low,buy land
3010,Nigeria,146,115,50,medium,buy land
3011,Kenya,207,176,64,low,buy land
3012,Nigeria,183,120,71,medium,buy land
3013,South Africa,144,102,83,high,save for emergencies
3014,South Africa,276,205,76,medium,save for emergencies
3015,Nigeria,225,201,70,low,start a small business
3016,Nigeria,174,105,117,medium,educate children
3017,South Africa,182,165,23,low,buy land
3018,Kenya,183,146,58,low,invest in farming
3019,Ghana,48,33,55,medium,start a small business
3020,Kenya,52,40,24,high,start a small business
3021,South Africa,246,188,59,low,save for emergencies
3022,Ghana,173,158,42,medium,invest in farming
3023,Ghana,106,87,59,high,buy land
3024,Ghana,114,88,59,high,educate children
3025,Kenya,141,71,107,medium,educate children
3026,Ghana,125,115,49,medium,educate children
3027,South Africa,185,128,97,medium,start a small business
3028,Ghana,222,184,41,medium,start a small business
3029,Uganda,167,129,48,high,buy land
3030,South Africa,299,186,124,low,save for emergencies
3031,South Africa,74,53,36,high,invest in farming
3032,Kenya,192,161,41,medium,invest in farming
3033,Nigeria,282,181,103,medium,start a small business
3034,Kenya,49,38,24,low,save for emergencies
3035,Ghana,60,55,44,medium,save for emergencies
3036,Nigeria,199,156,60,low,invest in farming
3037,Nigeria,282,159,130,low,start a small business
3038,Uganda,249,131,148,high,educate children
3039,Nigeria,32,18,57,high,buy land
3040,South Africa,257,144,126,medium,educate children
3041,Kenya,38,30,44,medium,invest in farming
3042,Ghana,168,103,99,high,educate children
3043,South Africa,82,51,38,medium,invest in farming
3044,Uganda,33,26,50,high,educate children
3045,Kenya,76,67,52,low,invest in farming
3046,Uganda,77,64,33,high,save for emergencies
3047,Uganda,168,156,15,low,buy land
3048,South Africa,105,60,57,medium,buy land
3049,Ghana,285,167,155,medium,start a small business
3050,South Africa,135,79,94,medium,invest in farming
3051,Ghana,117,76,89,low,educate children
3052,South Africa,106,65,68,medium,educate children
3053,Uganda,274,202,81,high,invest in farming
3054,Ghana,234,174,68,high,invest in farming
3055,South Africa,254,140,161,low,start a small business
3056,Uganda,113,70,74,low,invest in farming
3057,Ghana,62,47,38,high,buy land
3058,Uganda,187,154,45,low,start a small business
3059,Kenya,280,186,141,high,buy land
3060,Uganda,173,151,38,medium,educate children
3061,Nigeria,253,168,92,medium,start a small business
3062,Nigeria,273,138,146,high,educate children
3063,Uganda,113,71,55,high,buy land
3064,Uganda,88,76,41,medium,save for emergencies
3065,Ghana,44,39,32,high,buy land
3066,Ghana,235,210,57,medium,buy land
3067,Kenya,228,128,141,high,educate children
3068,South Africa,75,47,56,medium,educate children
3069,Nigeria,252,187,89,high,invest in farming
3070,Nigeria,81,63,36,high,invest in farming
3071,Nigeria,95,68,46,medium,save for emergencies
3072,Uganda,62,38,48,low,save for emergencies
3073,Uganda,75,45,63,high,buy land
3074,Kenya,162,135,51,medium,buy land
3075,Nigeria,37,33,51,medium,invest in farming
3076,Uganda,145,132,27,high,save for emergencies
3077,Nigeria,222,132,92,medium,buy land
3078,Ghana,131,118,26,high,save for emergencies
3079,Ghana,239,223,33,high,start a small business
3080,South Africa,96,57,87,low,invest in farming
3081,Uganda,140,70,96,low,save for emergencies
3082,South Africa,86,69,27,medium,educate children
3083,Ghana,142,75,73,medium,start a small business
3084,Uganda,112,84,42,high,invest in farming
3085,Kenya,140,106,45,low,buy land
3086,Ghana,187,112,111,high,invest in farming
3087,Uganda,160,120,78,high,invest in farming
3088,Nigeria,159,101,80,high,save for emergencies
3089,Uganda,280,224,71,high,buy land
3090,Nigeria,38,31,34,high,buy land
3091,Uganda,81,56,62,high,buy land
3092,Uganda,129,64,82,low,start a small business
3093,Nigeria,220,160,68,high,save for emergencies
3094,Ghana,170,124,90,medium,buy land
3095,Nigeria,236,160,119,high,educate children
3096,Ghana,139,72,99,low,start a small business
3097,Ghana,181,125,96,low,start a small business
3098,Ghana,39,22,36,high,save for emergencies
3099,South Africa,169,145,41,medium,educate children
3100,Nigeria,123,104,66,high,start a small business
3101,Kenya,258,191,86,high,buy land
3102,Kenya,54,38,36,low,invest in farming
3103,Uganda,40,28,61,medium,save for emergencies
3104,South Africa,219,197,56,low,invest in farming
3105,Ghana,145,120,38,medium,buy land
3106,Nigeria,286,223,87,low,save for emergencies
3107,Uganda,134,101,51,high,invest in farming
3108,Ghana,38,34,36,medium,start a small business
3109,South Africa,43,34,9,high,educate children
3110,Kenya,215,195,35,medium,start a small business
3111,Kenya,236,207,75,high,save for emergencies
3112,Nigeria,201,179,35,high,buy land
3113,Nigeria,250,148,148,high,save for emergencies
3114,Kenya,212,120,110,medium,invest in farming
3115,Ghana,101,83,19,low,buy land
3116,Kenya,103,85,40,high,invest in farming
3117,Kenya,52,29,36,high,save for emergencies
3118,South Africa,122,61,64,high,invest in farming
3119,Nigeria,92,77,47,high,save for emergencies
3120,Uganda,132,88,75,low,educate children
3121,Ghana,236,130,107,low,start a small business
3122,South Africa,181,100,102,medium,educate children
3123,Uganda,44,31,53,low,save for emergencies
3124,Ghana,102,78,24,high,educate children
3125,Ghana,46,34,21,high,buy land
3126,Ghana,258,221,54,high,save for emergencies
3127,Kenya,260,242,23,medium,buy land
3128,Ghana,133,77,69,high,buy land
3129,South Africa,83,60,37,medium,save for emergencies
3130,Uganda,60,36,64,medium,invest in farming
3131,Kenya,295,156,186,medium,invest in farming
3132,Uganda,282,179,130,medium,educate children
3133,Nigeria,187,129,60,high,save for emergencies
3134,Uganda,271,177,108,high,invest in farming
3135,Uganda,242,172,106,high,educate children
3136,Uganda,85,53,35,medium,educate children
3137,Kenya,268,142,164,low,start a small business
3138,Ghana,121,82,83,high,buy land
3139,South Africa,197,141,77,high,buy land
3140,Ghana,247,216,63,high,invest in farming
3141,Ghana,45,38,56,low,buy land
3142,South Africa,271,224,54,low,educate children
3143,Nigeria,59,35,46,low,invest in farming
3144,South Africa,115,98,59,low,save for emergencies
3145,Nigeria,294,177,123,medium,start a small business
3146,Ghana,298,279,53,high,start a small business
3147,Kenya,209,137,103,medium,start a small business
3148,South Africa,192,110,113,low,buy land
3149,Uganda,291,253,58,low,buy land
3150,Uganda,112,88,51,high,educate children
3151,Nigeria,252,210,75,medium,buy land
3152,Nigeria,221,188,46,low,save for emergencies
3153,South Africa,176,102,79,low,educate children
3154,Nigeria,273,208,101,high,save for emergencies
3155,Ghana,55,44,38,high,save for emergencies
3156,Uganda,154,127,35,medium,buy land
3157,Kenya,152,128,29,high,save for emergencies
3158,Kenya,107,80,50,high,educate children
3159,Uganda,282,153,171,medium,save for emergencies
3160,Uganda,105,70,55,low,invest in farming
3161,South Africa,248,206,65,high,buy land
3162,Uganda,55,39,43,high,buy land
3163,Ghana,267,252,32,low,save for emergencies
3164,Uganda,97,91,50,low,start a small business
